lat,lon,name,admin1,admin2,cc
39.638,-74.7728,Hammonton,Atlantic County,08037,US
39.4218,-74.4949,Absecon,Atlantic County,08201,US
39.4101,-74.3646,Brigantine,Atlantic County,08203,US
39.4745,-74.4575,Absecon,Atlantic County,08205,US
39.5092,-74.6086,Cologne,Atlantic County,08213,US
39.5331,-74.6177,Egg Harbor City,Atlantic County,08215,US
39.5737,-74.72,Elwood,Atlantic County,08217,US
39.4921,-74.429,Leeds Point,Atlantic County,08220,US
39.3469,-74.5807,Linwood,Atlantic County,08221,US
39.3703,-74.5552,Northfield,Atlantic County,08225,US
39.4712,-74.4604,Oceanville,Atlantic County,08231,US
39.3876,-74.5149,Pleasantville,Atlantic County,08232,US
39.3741,-74.6118,Egg Harbor Township,Atlantic County,08234,US
39.4877,-74.5543,Pomona,Atlantic County,08240,US
39.5272,-74.4903,Port Republic,Atlantic County,08241,US
39.3223,-74.6008,Somers Point,Atlantic County,08244,US
39.537,-74.8895,Buena,Atlantic County,08310,US
39.4031,-74.8316,Dorothy,Atlantic County,08317,US
39.3783,-74.8165,Estell Manor,Atlantic County,08319,US
39.5239,-74.9377,Landisville,Atlantic County,08326,US
39.432,-74.6962,Mays Landing,Atlantic County,08330,US
39.4451,-74.8667,Milmay,Atlantic County,08340,US
39.5155,-74.9467,Minotola,Atlantic County,08341,US
39.5021,-74.8335,Mizpah,Atlantic County,08342,US
39.5645,-74.859,Newtonville,Atlantic County,08346,US
39.485,-74.8776,Richland,Atlantic County,08350,US
39.3664,-74.4317,Atlantic City,Atlantic County,08401,US
39.3286,-74.509,Margate City,Atlantic County,08402,US
39.3194,-74.5356,Longport,Atlantic County,08403,US
39.3643,-74.4229,Atlantic City,Atlantic County,08404,US
39.3643,-74.4229,Atlantic City,Atlantic County,08405,US
39.346,-74.4723,Ventnor City,Atlantic County,08406,US
40.8222,-73.988,Cliffside Park,Bergen County,07010,US
40.8317,-73.9738,Edgewater,Bergen County,07020,US
40.817,-74,Fairview,Bergen County,07022,US
40.8503,-73.9745,Fort Lee,Bergen County,07024,US
40.8789,-74.1081,Garfield,Bergen County,07026,US
40.7898,-74.1343,North Arlington,Bergen County,07031,US
40.8536,-74.1079,Wallington,Bergen County,07057,US
40.8292,-74.1121,Rutherford,Bergen County,07070,US
40.8094,-74.1245,Lyndhurst,Bergen County,07071,US
40.8403,-74.0925,Carlstadt,Bergen County,07072,US
40.8385,-74.1041,East Rutherford,Bergen County,07073,US
40.8394,-74.0566,Moonachie,Bergen County,07074,US
40.8493,-74.0878,Wood Ridge,Bergen County,07075,US
41.0327,-74.1342,Allendale,Bergen County,07401,US
40.9069,-74.1209,Elmwood Park,Bergen County,07407,US
40.9343,-74.1166,Fair Lawn,Bergen County,07410,US
41.0081,-74.2113,Franklin Lakes,Bergen County,07417,US
41.0004,-74.1025,Ho Ho Kus,Bergen County,07423,US
41.0817,-74.1861,Mahwah,Bergen County,07430,US
40.9957,-74.1409,Midland Park,Bergen County,07432,US
41.0294,-74.2338,Oakland,Bergen County,07436,US
41.0577,-74.1445,Ramsey,Bergen County,07446,US
40.982,-74.1131,Ridgewood,Bergen County,07450,US
40.9793,-74.1165,Ridgewood,Bergen County,07451,US
40.9602,-74.1254,Glen Rock,Bergen County,07452,US
41.0443,-74.0981,Saddle River,Bergen County,07458,US
41.013,-74.1243,Waldwick,Bergen County,07463,US
40.9978,-74.166,Wyckoff,Bergen County,07481,US
41.1039,-74.1644,Mahwah,Bergen County,07495,US
40.8882,-74.0503,Hackensack,Bergen County,07601,US
40.8859,-74.0435,Hackensack,Bergen County,07602,US
40.8744,-74.0281,Bogota,Bergen County,07603,US
40.8623,-74.0756,Hasbrouck Heights,Bergen County,07604,US
40.8629,-73.9879,Leonia,Bergen County,07605,US
40.8634,-74.0456,South Hackensack,Bergen County,07606,US
40.9024,-74.0629,Maywood,Bergen County,07607,US
40.864,-74.0556,Teterboro,Bergen County,07608,US
40.9511,-73.9308,Alpine,Bergen County,07620,US
40.9238,-73.9989,Bergenfield,Bergen County,07621,US
40.9721,-73.959,Closter,Bergen County,07624,US
40.9418,-73.9652,Cresskill,Bergen County,07626,US
40.9548,-73.9602,Demarest,Bergen County,07627,US
40.9447,-73.9921,Dumont,Bergen County,07628,US
40.9755,-74.0285,Emerson,Bergen County,07630,US
40.8943,-73.9772,Englewood,Bergen County,07631,US
40.882,-73.9544,Englewood Cliffs,Bergen County,07632,US
40.9918,-73.98,Harrington Park,Bergen County,07640,US
40.9608,-73.9874,Haworth,Bergen County,07641,US
41.0069,-74.0426,Hillsdale,Bergen County,07642,US
40.8493,-74.0405,Little Ferry,Bergen County,07643,US
40.8764,-74.0838,Lodi,Bergen County,07644,US
41.0495,-74.0384,Montvale,Bergen County,07645,US
40.9331,-74.0195,New Milford,Bergen County,07646,US
41.0086,-73.9389,Northvale,Bergen County,07647,US
40.9952,-73.9582,Norwood,Bergen County,07648,US
40.9535,-74.0335,Oradell,Bergen County,07649,US
40.8462,-73.9954,Palisades Park,Bergen County,07650,US
40.9477,-74.0672,Paramus,Bergen County,07652,US
40.9481,-74.0832,Paramus,Bergen County,07653,US
41.0343,-74.0396,Park Ridge,Bergen County,07656,US
40.8326,-74.0015,Ridgefield,Bergen County,07657,US
40.8562,-74.023,Ridgefield Park,Bergen County,07660,US
40.9265,-74.0392,River Edge,Bergen County,07661,US
40.9057,-74.079,Rochelle Park,Bergen County,07662,US
40.9031,-74.0955,Saddle Brook,Bergen County,07663,US
40.8915,-74.0119,Teaneck,Bergen County,07666,US
40.9216,-73.9659,Tenafly,Bergen County,07670,US
41.0092,-74.0041,Westwood,Bergen County,07675,US
40.9883,-74.0635,Township Of Washington,Bergen County,07676,US
41.0234,-74.0603,Woodcliff Lake,Bergen County,07677,US
40.8463,-74.0611,Teterboro,Bergen County,07699,US
40.0565,-74.9114,Beverly,Burlington,08010,US
39.976,-74.7114,Birmingham,Burlington,08011,US
39.9597,-74.5655,Browns Mills,Burlington,08015,US
40.068,-74.8454,Burlington,Burlington,08016,US
39.8019,-74.5256,Chatsworth,Burlington,08019,US
40.0642,-74.6899,Columbus,Burlington,08022,US
39.9872,-74.8293,Hainesport,Burlington,08036,US
40.0387,-74.6873,Jobstown,Burlington,08041,US
40.0123,-74.6646,Juliustown,Burlington,08042,US
40.029,-74.8835,Willingboro,Burlington,08046,US
39.9651,-74.8067,Lumberton,Burlington,08048,US
39.9511,-74.9946,Maple Shade,Burlington,08052,US
39.8845,-74.9067,Marlton,Burlington,08053,US
39.9478,-74.9036,Mount Laurel,Burlington,08054,US
39.8637,-74.8223,Medford,Burlington,08055,US
39.9683,-74.9533,Moorestown,Burlington,08057,US
40.0086,-74.7896,Mount Holly,Burlington,08060,US
39.9582,-74.6279,New Lisbon,Burlington,08064,US
40.0037,-75.0257,Palmyra,Burlington,08065,US
39.9712,-74.6676,Pemberton,Burlington,08068,US
40.0095,-74.8668,Rancocas,Burlington,08073,US
40.0293,-74.9497,Riverside,Burlington,08075,US
40.0115,-75.0149,Riverton,Burlington,08076,US
40.002,-74.9952,Riverton,Burlington,08077,US
39.8604,-74.6693,Vincentown,Burlington,08088,US
39.5923,-74.451,New Gretna,Burlington,08224,US
40.1431,-74.7032,Bordentown,Burlington,08505,US
40.0481,-74.5595,Cookstown,Burlington,08511,US
40.1476,-74.6615,Crosswicks,Burlington,08515,US
40.118,-74.8055,Florence,Burlington,08518,US
40.1154,-74.7772,Roebling,Burlington,08554,US
40.072,-74.5731,Wrightstown,Burlington,08562,US
40.0098,-74.6052,Trenton,Burlington,08640,US
40.027,-74.588,Trenton,Burlington,08641,US
39.9308,-75.0175,Cherry Hill,Camden,08002,US
39.8805,-74.9706,Cherry Hill,Camden,08003,US
39.76,-74.8665,Atco,Camden,08004,US
39.8651,-75.0564,Barrington,Camden,08007,US
39.7788,-74.9308,Berlin,Camden,08009,US
39.7901,-75.0367,Blackwood,Camden,08012,US
39.7154,-74.9007,Cedar Brook,Camden,08018,US
39.8036,-75.0058,Clementon,Camden,08021,US
39.8365,-74.971,Gibbsboro,Camden,08026,US
39.8404,-75.0697,Glendora,Camden,08029,US
39.8911,-75.117,Gloucester City,Camden,08030,US
39.8689,-75.0944,Bellmawr,Camden,08031,US
39.8954,-75.0417,Haddonfield,Camden,08033,US
39.9074,-75.0008,Cherry Hill,Camden,08034,US
39.8788,-75.0664,Haddon Heights,Camden,08035,US
39.8504,-74.9646,Voorhees,Camden,08043,US
39.8676,-75.0317,Lawnside,Camden,08045,US
39.8538,-75.0393,Magnolia,Camden,08049,US
39.8827,-75.0929,Mount Ephraim,Camden,08059,US
39.8508,-75.0742,Runnemede,Camden,08078,US
39.7354,-74.9864,Sicklerville,Camden,08081,US
39.84,-75.0309,Somerdale,Camden,08083,US
39.8288,-75.0147,Stratford,Camden,08084,US
39.7215,-74.8609,Waterford Works,Camden,08089,US
39.8051,-74.9255,West Berlin,Camden,08091,US
39.6549,-74.8685,Winslow,Camden,08095,US
39.8676,-75.0946,Bellmawr,Camden,08099,US
39.9259,-75.1196,Camden,Camden,08101,US
39.9512,-75.1186,Camden,Camden,08102,US
39.9351,-75.1117,Camden,Camden,08103,US
39.9186,-75.1078,Camden,Camden,08104,US
39.9484,-75.0864,Camden,Camden,08105,US
39.891,-75.0724,Audubon,Camden,08106,US
39.908,-75.0849,Oaklyn,Camden,08107,US
39.9157,-75.0634,Collingswood,Camden,08108,US
39.9519,-75.0482,Merchantville,Camden,08109,US
39.9723,-75.0607,Pennsauken,Camden,08110,US
39.0951,-74.7262,Avalon,Cape May,08202,US
38.9711,-74.9214,Cape May,Cape May,08204,US
39.1378,-74.7806,Cape May Court House,Cape May,08210,US
38.9372,-74.9654,Cape May Point,Cape May,08212,US
39.1932,-74.8252,Dennisville,Cape May,08214,US
39.1415,-74.8529,Goshen,Cape May,08218,US
39.0462,-74.9013,Green Creek,Cape May,08219,US
39.2586,-74.6593,Marmora,Cape May,08223,US
39.2709,-74.5875,Ocean City,Cape May,08226,US
39.2154,-74.7075,Ocean View,Cape May,08230,US
39.0196,-74.8756,Rio Grande,Cape May,08242,US
39.154,-74.7005,Sea Isle City,Cape May,08243,US
39.1,-74.8487,South Dennis,Cape May,08245,US
39.0565,-74.8166,South Seaville,Cape May,08246,US
39.0533,-74.762,Stone Harbor,Cape May,08247,US
39.1992,-74.6554,Strathmere,Cape May,08248,US
39.2901,-74.7538,Tuckahoe,Cape May,08250,US
39.0219,-74.9354,Villas,Cape May,08251,US
39.0421,-74.8618,Whitesboro,Cape May,08252,US
38.9949,-74.838,Wildwood,Cape May,08260,US
39.2716,-74.7968,Woodbine,Cape May,08270,US
39.3762,-75.1617,Bridgeton,Cumberland,08302,US
39.337,-75.1994,Cedarville,Cumberland,08311,US
39.5293,-75.2249,Deerfield Street,Cumberland,08313,US
39.2023,-74.9705,Delmont,Cumberland,08314,US
39.2732,-75.095,Dividing Creek,Cumberland,08315,US
39.2679,-74.9791,Dorchester,Cumberland,08316,US
39.3799,-75.2217,Fairton,Cumberland,08320,US
39.2189,-75.1403,Fortescue,Cumberland,08321,US
39.4055,-75.3209,Greenwich,Cumberland,08323,US
39.224,-74.9942,Heislerville,Cumberland,08324,US
39.2568,-74.9874,Leesburg,Cumberland,08327,US
39.2853,-74.9983,Mauricetown,Cumberland,08329,US
39.3673,-75.0293,Millville,Cumberland,08332,US
39.2832,-75.1716,Newport,Cumberland,08345,US
39.3131,-74.9807,Port Elizabeth,Cumberland,08348,US
39.2563,-75.0506,Port Norris,Cumberland,08349,US
39.4782,-75.1313,Rosenhayn,Cumberland,08352,US
39.4594,-75.297,Shiloh,Cumberland,08353,US
39.4818,-75.0091,Vineland,Cumberland,08360,US
39.4655,-74.9653,Vineland,Cumberland,08361,US
39.4862,-75.0257,Vineland,Cumberland,08362,US
40.8035,-74.1891,Bloomfield,Essex,07003,US
40.8822,-74.296,Fairfield,Essex,07004,US
40.8545,-74.2789,Caldwell,Essex,07006,US
40.8398,-74.2765,Caldwell,Essex,07007,US
40.8534,-74.2297,Cedar Grove,Essex,07009,US
40.7696,-74.2077,East Orange,Essex,07017,US
40.7558,-74.2198,East Orange,Essex,07018,US
40.7673,-74.2049,East Orange,Essex,07019,US
40.8279,-74.2797,Essex Fells,Essex,07021,US
40.804,-74.2055,Glen Ridge,Essex,07028,US
40.7896,-74.3202,Livingston,Essex,07039,US
40.7279,-74.2656,Maplewood,Essex,07040,US
40.7228,-74.3015,Millburn,Essex,07041,US
40.8131,-74.2165,Montclair,Essex,07042,US
40.843,-74.2011,Montclair,Essex,07043,US
40.8319,-74.2428,Verona,Essex,07044,US
40.7692,-74.2355,Orange,Essex,07050,US
40.7918,-74.2452,Orange,Essex,07051,US
40.7859,-74.2568,West Orange,Essex,07052,US
40.8203,-74.3047,Roseland,Essex,07068,US
40.7368,-74.3271,Short Hills,Essex,07078,US
40.7465,-74.2575,South Orange,Essex,07079,US
40.7361,-74.2251,Newark,Essex,07101,US
40.732,-74.1765,Newark,Essex,07102,US
40.737,-74.1964,Newark,Essex,07103,US
40.7664,-74.1695,Newark,Essex,07104,US
40.7271,-74.1563,Newark,Essex,07105,US
40.7415,-74.233,Newark,Essex,07106,US
40.7607,-74.1882,Newark,Essex,07107,US
40.7236,-74.2015,Newark,Essex,07108,US
40.7946,-74.1631,Belleville,Essex,07109,US
40.8185,-74.1589,Nutley,Essex,07110,US
40.7261,-74.2313,Irvington,Essex,07111,US
40.7107,-74.2131,Newark,Essex,07112,US
40.7082,-74.1891,Newark,Essex,07114,US
40.7357,-74.1724,Newark,Essex,07175,US
40.7918,-74.2452,Newark,Essex,07184,US
40.7357,-74.1724,Newark,Essex,07188,US
40.7918,-74.2452,Newark,Essex,07189,US
40.7918,-74.2452,Newark,Essex,07191,US
40.7357,-74.1724,Newark,Essex,07192,US
40.7357,-74.1724,Newark,Essex,07193,US
40.7357,-74.1724,Newark,Essex,07195,US
40.7918,-74.2452,Newark,Essex,07198,US
40.7357,-74.1724,Newark,Essex,07199,US
39.8016,-75.3478,Bridgeport,Gloucester,08014,US
39.7992,-75.2237,Clarksboro,Gloucester,08020,US
39.7015,-75.1629,Ewan,Gloucester,08025,US
39.8231,-75.2751,Gibbstown,Gloucester,08027,US
39.7068,-75.1172,Glassboro,Gloucester,08028,US
39.7788,-75.0601,Grenloch,Gloucester,08032,US
39.6931,-75.2711,Harrisonville,Gloucester,08039,US
39.787,-75.1785,Mantua,Gloucester,08051,US
39.7857,-75.2498,Mickleton,Gloucester,08056,US
39.8097,-75.2082,Mount Royal,Gloucester,08061,US
39.7252,-75.2065,Mullica Hill,Gloucester,08062,US
39.8664,-75.1794,National Park,Gloucester,08063,US
39.8312,-75.2242,Paulsboro,Gloucester,08066,US
39.7312,-75.1297,Pitman,Gloucester,08071,US
39.7206,-75.1681,Richwood,Gloucester,08074,US
39.7473,-75.0899,Sewell,Gloucester,08080,US
39.7529,-75.3362,Swedesboro,Gloucester,08085,US
39.8457,-75.1943,Thorofare,Gloucester,08086,US
39.7993,-75.1536,Wenonah,Gloucester,08090,US
39.8605,-75.1323,Westville,Gloucester,08093,US
39.665,-74.971,Williamstown,Gloucester,08094,US
39.822,-75.1297,Woodbury,Gloucester,08096,US
39.8142,-75.153,Woodbury Heights,Gloucester,08097,US
39.659,-75.0942,Clayton,Gloucester,08312,US
39.6156,-75.0409,Franklinville,Gloucester,08322,US
39.5755,-75.0582,Malaga,Gloucester,08328,US
39.6442,-75.1568,Monroeville,Gloucester,08343,US
39.5553,-75.0276,Newfield,Gloucester,08344,US
40.6664,-74.1192,Bayonne,Hudson County,07002,US
40.7445,-74.1508,Harrison,Hudson County,07029,US
40.7445,-74.0329,Hoboken,Hudson County,07030,US
40.7647,-74.1471,Kearny,Hudson County,07032,US
40.7939,-74.0258,North Bergen,Hudson County,07047,US
40.7681,-74.0208,Weehawken,Hudson County,07086,US
40.7674,-74.0323,Union City,Hudson County,07087,US
40.7888,-74.0115,West New York,Hudson County,07093,US
40.791,-74.0634,Secaucus,Hudson County,07094,US
40.7328,-74.0755,Secaucus,Hudson County,07096,US
40.7328,-74.0755,Jersey City,Hudson County,07097,US
40.7328,-74.0755,Kearny,Hudson County,07099,US
40.7221,-74.0469,Jersey City,Hudson County,07302,US
40.7328,-74.0755,Jersey City,Hudson County,07303,US
40.718,-74.0754,Jersey City,Hudson County,07304,US
40.702,-74.089,Jersey City,Hudson County,07305,US
40.7321,-74.066,Jersey City,Hudson County,07306,US
40.7482,-74.0498,Jersey City,Hudson County,07307,US
40.7328,-74.0755,Jersey City,Hudson County,07308,US
40.7324,-74.0431,Jersey City,Hudson County,07310,US
40.7323,-74.0754,Jersey City,Hudson County,07311,US
40.7279,-74.078,Jersey City,Hudson County,07395,US
40.7323,-74.0754,Jersey City,Hudson County,07399,US
40.7162,-74.8152,Califon,Hunterdon,07830,US
40.7026,-74.7276,Pottersville,Hunterdon,07979,US
40.3731,-74.9266,Lambertville,Hunterdon,08530,US
40.4459,-74.8288,Ringoes,Hunterdon,08551,US
40.42,-74.9886,Rosemont,Hunterdon,08556,US
40.4459,-74.9435,Sergeantsville,Hunterdon,08557,US
40.4397,-74.9554,Stockton,Hunterdon,08559,US
40.6287,-74.8855,Annandale,Hunterdon,08801,US
40.5218,-75.006,Baptistown,Hunterdon,08803,US
40.6437,-75.0966,Bloomsbury,Hunterdon,08804,US
40.6412,-74.9088,Clinton,Hunterdon,08809,US
40.518,-74.8453,Flemington,Hunterdon,08822,US
40.5208,-75.0325,Frenchtown,Hunterdon,08825,US
40.7134,-74.9162,Glen Gardner,Hunterdon,08826,US
40.6774,-74.9622,Hampton,Hunterdon,08827,US
40.6684,-74.8937,High Bridge,Hunterdon,08829,US
40.6466,-74.829,Lebanon,Hunterdon,08833,US
40.5637,-74.9494,Little York,Hunterdon,08834,US
40.5929,-75.1025,Milford,Hunterdon,08848,US
40.6726,-74.7474,Oldwick,Hunterdon,08858,US
40.5992,-74.9576,Pittstown,Hunterdon,08867,US
40.5655,-74.9389,Quakertown,Hunterdon,08868,US
40.5687,-74.7377,Readington,Hunterdon,08870,US
40.5764,-74.8311,Stanton,Hunterdon,08885,US
40.5206,-74.7946,Three Bridges,Hunterdon,08887,US
40.6194,-74.7406,Whitehouse,Hunterdon,08888,US
40.6156,-74.7724,Whitehouse Station,Hunterdon,08889,US
40.2669,-74.525,Hightstown,Mercer,08520,US
40.3902,-74.771,Hopewell,Mercer,08525,US
40.3339,-74.7944,Pennington,Mercer,08534,US
40.3666,-74.6408,Princeton,Mercer,08540,US
40.3487,-74.659,Princeton,Mercer,08541,US
40.3535,-74.6594,Princeton,Mercer,08542,US
40.2805,-74.712,Princeton,Mercer,08543,US
40.3492,-74.6528,Princeton,Mercer,08544,US
40.2669,-74.6511,Princeton Junction,Mercer,08550,US
40.3077,-74.8655,Titusville,Mercer,08560,US
40.2423,-74.5787,Windsor,Mercer,08561,US
40.2805,-74.712,Trenton,Mercer,08601,US
40.2805,-74.712,Trenton,Mercer,08602,US
40.2805,-74.712,Trenton,Mercer,08603,US
40.2805,-74.712,Trenton,Mercer,08604,US
40.2805,-74.712,Trenton,Mercer,08605,US
40.2805,-74.712,Trenton,Mercer,08606,US
40.2805,-74.712,Trenton,Mercer,08607,US
40.2204,-74.7622,Trenton,Mercer,08608,US
40.2248,-74.741,Trenton,Mercer,08609,US
40.2016,-74.705,Trenton,Mercer,08610,US
40.1967,-74.7416,Trenton,Mercer,08611,US
40.2377,-74.7821,Trenton,Mercer,08618,US
40.2418,-74.6962,Trenton,Mercer,08619,US
40.167,-74.6488,Trenton,Mercer,08620,US
40.2805,-74.712,Trenton,Mercer,08625,US
40.2655,-74.8168,Trenton,Mercer,08628,US
40.2196,-74.7334,Trenton,Mercer,08629,US
40.251,-74.7627,Trenton,Mercer,08638,US
40.2171,-74.7429,Trenton,Mercer,08644,US
40.2805,-74.712,Trenton,Mercer,08645,US
40.2805,-74.712,Trenton,Mercer,08646,US
40.2805,-74.712,Trenton,Mercer,08647,US
40.2795,-74.6912,Trenton,Mercer,08648,US
40.2805,-74.712,Trenton,Mercer,08650,US
40.2805,-74.712,Trenton,Mercer,08666,US
40.2336,-74.6576,Trenton,Mercer,08690,US
40.2197,-74.5939,Trenton,Mercer,08691,US
40.2805,-74.712,Trenton,Mercer,08695,US
40.5826,-74.2785,Avenel,Middlesex,07001,US
40.5823,-74.2313,Carteret,Middlesex,07008,US
40.5709,-74.2466,Port Reading,Middlesex,07064,US
40.5937,-74.3164,Colonia,Middlesex,07067,US
40.5542,-74.2607,Sewaren,Middlesex,07077,US
40.5839,-74.4147,South Plainfield,Middlesex,07080,US
40.556,-74.2845,Woodbridge,Middlesex,07095,US
40.3039,-74.5065,Cranbury,Middlesex,08512,US
40.3324,-74.5688,Plainsboro,Middlesex,08536,US
40.3825,-74.5111,Dayton,Middlesex,08810,US
40.5897,-74.4639,Dunellen,Middlesex,08812,US
40.4284,-74.4064,East Brunswick,Middlesex,08816,US
40.5171,-74.3973,Edison,Middlesex,08817,US
40.43,-74.4173,Edison,Middlesex,08818,US
40.578,-74.3589,Edison,Middlesex,08820,US
40.4208,-74.5529,Kendall Park,Middlesex,08824,US
40.3777,-74.4204,Helmetta,Middlesex,08828,US
40.5716,-74.3167,Iselin,Middlesex,08830,US
40.3425,-74.4336,Jamesburg,Middlesex,08831,US
40.5192,-74.3021,Keasbey,Middlesex,08832,US
40.5325,-74.3375,Edison,Middlesex,08837,US
40.5449,-74.3517,Metuchen,Middlesex,08840,US
40.5759,-74.5008,Middlesex,Middlesex,08846,US
40.4493,-74.439,Milltown,Middlesex,08850,US
40.3869,-74.5558,Monmouth Junction,Middlesex,08852,US
40.5515,-74.459,Piscataway,Middlesex,08854,US
40.43,-74.4173,Piscataway,Middlesex,08855,US
40.398,-74.3236,Old Bridge,Middlesex,08857,US
40.4587,-74.305,Parlin,Middlesex,08859,US
40.5176,-74.2754,Perth Amboy,Middlesex,08861,US
40.43,-74.4173,Perth Amboy,Middlesex,08862,US
40.5393,-74.3117,Fords,Middlesex,08863,US
40.43,-74.4173,Sayreville,Middlesex,08871,US
40.46,-74.3478,Sayreville,Middlesex,08872,US
40.464,-74.2742,South Amboy,Middlesex,08879,US
40.4444,-74.3801,South River,Middlesex,08882,US
40.3847,-74.3894,Spotswood,Middlesex,08884,US
40.5203,-74.4205,Edison,Middlesex,08899,US
40.4891,-74.4482,New Brunswick,Middlesex,08901,US
40.4538,-74.4823,North Brunswick,Middlesex,08902,US
40.5139,-74.4451,New Brunswick,Middlesex,08903,US
40.4991,-74.4266,Highland Park,Middlesex,08904,US
40.4862,-74.4518,New Brunswick,Middlesex,08906,US
40.4862,-74.4518,New Brunswick,Middlesex,08933,US
40.43,-74.4173,New Brunswick,Middlesex,08989,US
40.3584,-74.0681,Red Bank,Monmouth,07701,US
40.3282,-74.0589,Shrewsbury,Monmouth,07702,US
40.3177,-74.039,Fort Monmouth,Monmouth,07703,US
40.3599,-74.0389,Fair Haven,Monmouth,07704,US
40.2182,-74.2563,Adelphia,Monmouth,07710,US
40.2367,-74.0067,Allenhurst,Monmouth,07711,US
40.2507,-74.0486,Asbury Park,Monmouth,07712,US
40.1784,-74.0218,Belmar,Monmouth,07715,US
40.4015,-74.0309,Atlantic Highlands,Monmouth,07716,US
40.1918,-74.0167,Avon By The Sea,Monmouth,07717,US
40.4173,-74.0889,Belford,Monmouth,07718,US
40.1688,-74.072,Belmar,Monmouth,07719,US
40.2023,-74.0132,Bradley Beach,Monmouth,07720,US
40.4353,-74.2358,Cliffwood,Monmouth,07721,US
40.3012,-74.178,Colts Neck,Monmouth,07722,US
40.2506,-74.002,Deal,Monmouth,07723,US
40.3028,-74.0698,Eatontown,Monmouth,07724,US
40.2825,-74.3424,Englishtown,Monmouth,07726,US
40.2043,-74.1779,Farmingdale,Monmouth,07727,US
40.2458,-74.2768,Freehold,Monmouth,07728,US
40.4226,-74.1799,Hazlet,Monmouth,07730,US
40.1481,-74.2137,Howell,Monmouth,07731,US
40.4037,-73.9915,Highlands,Monmouth,07732,US
40.3859,-74.174,Holmdel,Monmouth,07733,US
40.4414,-74.1306,Keansburg,Monmouth,07734,US
40.4332,-74.1996,Keyport,Monmouth,07735,US
40.4177,-74.0623,Leonardo,Monmouth,07737,US
40.3369,-74.1205,Lincroft,Monmouth,07738,US
40.3354,-74.0413,Little Silver,Monmouth,07739,US
40.2992,-73.9912,Long Branch,Monmouth,07740,US
40.3182,-74.2639,Marlboro,Monmouth,07746,US
40.4109,-74.238,Matawan,Monmouth,07747,US
40.3944,-74.1157,Middletown,Monmouth,07748,US
40.333,-73.9809,Monmouth Beach,Monmouth,07750,US
40.3529,-74.2779,Morganville,Monmouth,07751,US
40.4023,-74.0273,Navesink,Monmouth,07752,US
40.2096,-74.0714,Neptune,Monmouth,07753,US
40.2001,-74.0279,Neptune,Monmouth,07754,US
40.2648,-74.0184,Oakhurst,Monmouth,07755,US
40.2116,-74.0093,Ocean Grove,Monmouth,07756,US
40.3157,-74.0164,Oceanport,Monmouth,07757,US
40.4289,-74.1083,Port Monmouth,Monmouth,07758,US
40.3707,-74.0084,Rumson,Monmouth,07760,US
40.1542,-74.0379,Spring Lake,Monmouth,07762,US
40.2796,-74.3343,Tennent,Monmouth,07763,US
40.2878,-74.0162,West Long Branch,Monmouth,07764,US
40.3501,-74.2479,Wickatunk,Monmouth,07765,US
40.3027,-74.2493,Eatontown,Monmouth,07799,US
40.1589,-74.5909,Allentown,Monmouth,08501,US
40.1998,-74.4344,Clarksburg,Monmouth,08510,US
40.1399,-74.465,Cream Ridge,Monmouth,08514,US
40.1623,-74.4759,Imlaystown,Monmouth,08526,US
40.215,-74.4404,Perrineville,Monmouth,08535,US
40.2214,-74.4747,Roosevelt,Monmouth,08555,US
40.1389,-74.1122,Allenwood,Monmouth,08720,US
40.1077,-74.0635,Brielle,Monmouth,08730,US
40.1217,-74.0611,Manasquan,Monmouth,08736,US
40.1345,-74.0436,Sea Girt,Monmouth,08750,US
40.9115,-74.414,Boonton,Morris,07005,US
40.8825,-74.383,Lake Hiawatha,Morris,07034,US
40.9208,-74.2995,Lincoln Park,Morris,07035,US
40.9049,-74.3646,Montville,Morris,07045,US
40.8904,-74.4415,Mountain Lakes,Morris,07046,US
40.8621,-74.4117,Parsippany,Morris,07054,US
40.8742,-74.35,Pine Brook,Morris,07058,US
40.9277,-74.3428,Towaco,Morris,07082,US
40.9988,-74.4261,Butler,Morris,07405,US
40.9473,-74.296,Pequannock,Morris,07440,US
40.9655,-74.3016,Pompton Plains,Morris,07444,US
40.9931,-74.3088,Riverdale,Morris,07457,US
40.9176,-74.5467,Dover,Morris,07801,US
40.8673,-74.5783,Dover,Morris,07802,US
40.8771,-74.5845,Mine Hill,Morris,07803,US
40.8673,-74.5783,Picatinny Arsenal,Morris,07806,US
40.8731,-74.7426,Budd Lake,Morris,07828,US
40.8897,-74.4844,Denville,Morris,07834,US
40.8453,-74.7019,Flanders,Morris,07836,US
40.8673,-74.5783,Hibernia,Morris,07842,US
40.8229,-74.6257,Ironia,Morris,07845,US
40.8819,-74.621,Kenvil,Morris,07847,US
40.9506,-74.6129,Lake Hopatcong,Morris,07849,US
40.9087,-74.6554,Landing,Morris,07850,US
40.878,-74.6554,Ledgewood,Morris,07852,US
40.7878,-74.787,Long Valley,Morris,07853,US
40.9283,-74.6363,Mount Arlington,Morris,07856,US
40.8985,-74.6985,Netcong,Morris,07857,US
40.9229,-74.5094,Rockaway,Morris,07866,US
40.8456,-74.5725,Randolph,Morris,07869,US
40.8104,-74.8193,Schooleys Mountain,Morris,07870,US
40.8539,-74.6536,Succasunna,Morris,07876,US
40.8711,-74.4777,Mount Tabor,Morris,07878,US
